Hospital,username,review,stars_given,Branch location,Time
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",santhosh m,"This is Uma Maheswari ,  I am very happy with the hospitality of rainbow hospital.  The doctor's expertise and their experience really remarkable.  DR.Radhika madam has given many valuable suggestions throughout the journey.  We got a healthy baby boy and after delivery also my health and my kid health is good. I strongly recommend Dr. Radhika to any one,  a specially for the critical cases. Sister Shakuntala has been very helpful.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Bharathi Addanki,"I was consulting Dr.Lakshmi devi for my pregnancy.  She is such an amazing gynecologist who listens to patient and clarifies all doubts without creating any stress. Even though mine was high risk pregnancy,  Dr.Lakshmi made sure all 9 months was stress-free and smooth till I had safe delivery . She and her entire team took tremendous care during my delivery. Throughout consultation nurse prathibha and receptionist shravani and Mohona were very cordial.  Thanks to whole team and Rainbow hospital.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Abirami S,Dr Srinivas Namineni is the best doc for kids. My kid like going to doctor without fear. Earlier we were asked to undergo root canal under general anesthesia and other awkward treatments by multiple doctors.. but this doctor treated with ease for cavities.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",surendra babu bugide,When I face urgent Anomaly scan due to last date the team Fetal Medicine Department in kondapur make the things easy to me thanks..,5.0,Telangana 500081,3 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",nadeem khan,Consulted with Dr Sirisha kusuma mam for my first pregnancy.She was very supportive throughout the process.The delivery experience with the hospital was smooth and they waited for Normal delivery without rushing for C-section which is the best thing about Rainbow.Overall a great birthing experience   and the staff (Magnolia) helped me a lot while my,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",PAVANI CHAVVA,"Visited Rainbow children's clinic kondapur, Vara lakshmi mam Gives maximum time to hear patient views and her diagnosis were very sharp.",5.0,Telangana 500081,7 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Naga Jyothi Yellisetty,"Dr.Lakshmi Devi Appasani is very cool and friendly. However the situation she made me comfortable and most importantly she did not make us afraid of the complications during the entire journey. Thank you.Hospital facilities and services are good and the staff Harika, Sravani and sister Prathiba, Jyothi Kiran are very supportive.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Ipsita Dash,"I started my maternity journey at rainbow Kondapur OP block. The journey has been amazing so far. Dr. Lakshmi Kiran, sister K swaroopa and receptionist Sravani has been very helpful through out this process. Sister K swaroopa is very polite and responsive. She helped me with my appointments and requirements till delivery and even till now. Dr. Lakshmi kiran is one of the best doctors here. When I was nervous and scared of c section , she made sure it is completely painless and comfortable. I really cannot thank her enough for whatever she has done so far for me. Dr. Vani who had done scanning very often was also very nice and informative. Finally post delivery the pediatric doctor Meera has been very nice to me and the baby. She is very sweet and kind. She is the best doctor for babies I believe. Over all the clinic is really good and I had an awesome experience here. I would suggest everyone to consult doctors available here when in need.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Abdullahi Said,"Thanks to  Dr. Sirisha Kusuma B and hospital staff who supported me well during the medical visits we had at Rainbow hospital Kondapur branch. I really appreciated how Dr. Sirisha Kasuma B understood , patiently listened and provided a more in depth advise on all areas of  the my cousin’s long term underlying medical conditions and I can’t forget how she guided us to get better treatment and advise by clearly explaining different treatment options and their expected outcome.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Venkat Naresh,"Dr Lakshmi Devi Appasani took a good care of me. She was very patient and guided us throughout the process. I am satisfied with the service by sisters and staffs,harika mohana Jyothi sravani. Thank you rainbow.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",mahesh kumar,"We are consulting Dr. Varalaksmi Nandyala for our first pregnancy. The overall experience is good, relaxed. The sister assisting the doctor-  Sharmistha is patient and diligentDr. Kavitha Y for diabetic condition. She is very attentive and ensures to stay in constant touch with patients for any blood glucose level timely checks. The sister assisting the doctor- Shravani is attentive patient as well.Dr. Vani sree is a very nice scan doctor. She tries her best for the scan even if it takes long. I feel extremely delighted to have scans by her. She makes the patients feel very comfortable even if the positions of the baby take long.Overall to the rainbow hospital I would like to ask for more personal touch in pregnancy journey and ensure time management as we are called much ahead of appointments and wait for long. Also the delivery packages should be shared right in the first visit.",4.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",SMART RAJ,"My wife consulting Dr.lakhsmi k veda prakash from past 1 years. She is one of the best pediatrics  in Hyderabad. She is very polite, listens to all our queries in person and also she promptly replies to online queries. Definitely she is one of the best recommended pediatrics. Thank you Dr.",4.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Subhadip Roy,"Great experience in consulting in Rainbow hospital.   Dr. Lakshmi Devi Appasani. She is the calmest and friendliest doctor i have seen with a great experience.  Hospital staffs are great. Sister - Prativa , Staffs Harika , Mohona and Sravani are very helpful during every visit. Thanks",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Navya Veluri,"Team is very considerate. Thanks to Neeraja, Padmavathi and Divya for all the help. Dr Preethi reddy and devika are good at what they do. Except for the high waiting times, recommend this branch of the hospital 100%.",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Praveen Reddy Chinthireddy,"Very good hospital. My wife consultations were done with Dr.Lakshmi Devi Appasani.Her guidance is very good and she does have great patience while consultations.All scans were done by Dr. Gauri, she is good and explains in a detailed manner. The rainbow hospital OP staff are also very supportive, good in follow up and give all the updates.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Ajay Mudunuri,"Rainbow children clinic is a very good hospital. Dr. Varalakshmi is very kind and professional and gives the right advice to the patients. We are very happy with the hospital. On the flip side, there is a bit of wait time and we need to have some patience.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Dasyam Jahnavi,"Visited Dr.   Swetha Ravi this morning for our baby, she was genuinely concerned and took at most care of our baby and did thorough checks and suggested when to be worried. As a new parents her suggestions and tips will really help she is specialist in  Pediatrics",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Aarzoo Anand,Consulted with Dr.Varalakshmi Mam for my first pregnancy.She was very supportive throughout the process.The delivery experience with the hospital was smooth and they waited for Normal delivery without rushing for C-section which is the best thing about Rainbow.Overall a great birthing experience and would recommend the doctor to the to be moms.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Rajkamal Kakollu,"Basis my experience on 4th March between 2-7:30PM I spent at hospital. (Except for doctor appointment, scan and sample collection, nothing happened)Poor management of staff.No ownership by anyone, incorrect information provided over phone about appointment, they declined honouring the same when visited in person.Reception staff did not forward the file to the doctor on time, doctor walks by reception after 30-45minutes to find the receptionist who isn't available there, but takes the files herself and calls patients herself, later asks receptionist to be there and do the job and literally hits her with the files that were supposed to be forwarded.Had to request thrice for inputs on bundle package, they said, they'll explain the same. Had to follow up twice or thrice.Scan staff says it's outside my shift hours and keeps suggesting to wait for the next person, but keeps roaming around without taking care of patients, sample collection room blames scan room staff is at fault stating they failed it to do it the right way during the first scan ( which happened 2hours ago). The only thing the staff was good at was gatherings and chit chatting about random things around sample collection room and reception area. Customers aren't the priority at all.The reception staff says there's no one I can talk to and complain about, rather just give me a feedback form, which I've filled tooSpent close to 5+ hours, out of which more than 75%+ is waiting period.Please note, the staff here is not experienced, they have no clue what they're doing.  They do not even guide where to go for NT scan or for sample collection. Most importantly they do not co-ordinate and work together. Says something is missing in scan and keeps getting the same scan done again and again.Had more than 4 disappointments in the first visit. Nothing more can go wrong. Worst experience ever.The Nestle counter is fast. That's the only best thing here. May be even doctors too, certainly not the staff.",1.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Shubham Bal,"Dr.meera and her team has been a blessing to me . I had my first child delivered without any complications just because of her efforts. She is a great doctor and her team, staff also very coordinated specially Magnolia was grateful",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Bharath Kumar,"Reception, staff are very gentleDoctor Preethi Reddy is excellent and best in her work",5.0,Telangana 500081,3 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",mitali madhusmita,"We had a very pleasant delivery experience. Thanks to Dr.Akhila for her patience and immediate response whenever needed. We are glad to consult her in Rainbow Kondapur. The hospital staff in both IP and OP Block (harika,shravani, Neha,Mohan,latha )were cooperative and responsive whenever needed",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Putta Nandini,"I am happy toshare feedback about Dr Ratna Durvasula as she is very polite, decent do tor spoken with us and staff is so innocent and biller Divya and Neeraja Prashanthi Madhuri, Rakshna thanknyiu",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",vinaydancer 24,"Thank you Rainbow for taking to much of care and love about the children....Ur taking care like ur own child....Ur treatment is more helpful for our child.Ur using high and new technology for treatment to complete operation fast and to recovery child fast.....Understanding between doctor to doctor is also amazing...The staff is very cooperative. Hospital, Rooms, beds, washrooms everything is well maintained and clean.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",EMEN AGRI FARMS,"Dr Preethi Reddy is very polite and honest and we are so happy with her response and staff especially Sisters Madhuri, rakshana good and helpful admin staff is so polite Manager Neeraja, Prashanthi counselled very good, Divya is too polite and thank you all",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Shashank Tummala,"We had our complete maternal checkup, scans and consultantions in this rainbow hospital OP block. Dr. Vara Lakshmi garu is very professional and also patient enough in understanding our concerns. She always clarifies the right queries and clearly mentions what need to be taken care of at each and every week or month. The good thing with our doctor and hospital is that they plan the consultations and lab tests only as needed and i am glad they are not commercial like other hospitals. Not only doctor, but the behaviour of the hospital staff plays a major role for me in terms of the visit experience. Latha and Sravani were too professional and helpful in scheduling our appointments, prioritizing our needs and also approachable always with welcoming smile on their face. Overall i am very happy in opting for this hospital and would totally recommend Dr vara lakshmi garu and kondapur OP block.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",raveendrareddy Koppula,"I am so happy to share about swrvjces in Rainbow fertility kondapur about to say Dr Preethi Reddy is very clear in her treatment and ablut staff are very helpful polite Manager Neeraja billjng Divya cohnseller Prashanthi all are very good and sisters madhuri, Rakshama, sumitha, nirmala are very helpful thanls to all",5.0,Telangana 500081,7 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",HEMA LATHA,"I have recently visited Rainbow hospitals kondapur. I like the facilities that hospital maintains and how they take care of patients. I visit Lakshmi Devi mam, she is so patient and answers all our questions with out any hesitation which I like most.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Chaitanya Yeluri,"Excellent Hospitality and great positive nature all around hospital.Sister jyothi kiran, Pratibha & Receptionist Sravani ,Harika & Neha & Sister Vijaya all are great Hospitality and treated us very great. even in busy times their response was unbelievable.Mainly Akhila Mam..🙏🏻🙏🏻 No More Words to say about her Such a great personality never seen anywhere till now.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",satya vanguri,"Good. Dr Lakshmi Kiran is so supportive, front office Harika , sravani is good and sister swarupa is supportive",5.0,Telangana 500081,6 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Suresh Kokkula,"I strongly recommend and Wonderful experience with Rainbow Hospitals, Dr Sirisha Kusuma was a wonderful Paediatrician  and incredible. Not only she has taken great care of my baby’s health, but also she is lovely to speak with at every appointment. It’s rare to find a doctor that combines such personal touches and care for a patient as a person with outstanding quality and the staff was always helpful and kind. They ensured I had a smooth prep, and follow-up. It’s been seven years that we are maintaining,I am so glad I chose Rainbow Hospitals and would highly recommend to anyone.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Malabika Sarkar,I am consulting Dr. Lakshmi Kiran. She is very responsible and listen to your problem very carefully. Receptionist shravani helps me a lot. Overall very nice. Hospital management  needs to be improved.. Long waiting line must be resolved..Otherwise it's good.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",goutham venkatesh,Dr. Lakshmi Devi Appasani madam is Good and calm going to serve.Too patience to answer the patient queries.SISTER:prathibha along with receptionist sravani were instant and good response in time. Thanks Rainbow hospital,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Priyanka Mathur,Dr. Preethi Reddy is always very careful with her patient’s health. She explained to me about the procedures very patiently and I trusted her decisions. Her staff is also very supportive and caring . I was taken care off by Pratyusha sister multiple times and the experience was very good. The office staff esp Pallavi attends all patients as quickly as possible and does not keep us waiting for any appointment.,4.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",chinmay das,"Me and My wife Upasana visited Dr Varalaxmi N in Rainbiw children’s hospital and as a new parent . We were guided and suggested by her very well . Our case was little critical but She made us comfortable when to worry when not to ,and we are happy that we met Dr Varalaxmi . Upasana was always comfortable when Dr was around and Dr Varalaxmi was there always whenever we needed .",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Mallika sweety,Rainbow children clinic I am honestly saying has given me the best guidance.  Dr Varalakshmi ma'am she is fantastic in his job I am really thankful to her . Me and my husband both are very happy getting her as our consultant doctor.  Outpatient department very neat and clean they maintain it well and the staffs are very friendly in nature and also very kind. Thank rainbow 🌈,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",chaitra shahapure,"Dr Laxmi Devi Appasani has been an amazing and kind doctor. Irrespective of any kind of health issues, the patient gets treatment. Thankful for what she does. Glad to have one such doctorClean and hygienic hospital  patient friendly staff and many more.Receptionists Shravani and Neha and sister Pratibha and harikaare really helpful and are on toes to help and provide all the facilities that a patient might need.",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Ram THC,"Thank you so much for all your help dr. Preethi Reddy garu. Hospital staff are outstanding and proactive, especially Neeraja and Prashanthi.The best children hospital around two telugu states.Thanks to Rainbow.",5.0,Telangana 500081,8 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Naveen Kumar,"I am so glad and happy to share a feedback and services at Rainbow in fertility department to say about Dr Preethi Reddy is so clear explanation about treatment and conceived to say about staff are very humble friendly and polite too helpful and explained counseling process in clear and neeraja she explained is helped in way and Divya billing prashanthi sisters are Madhuri,pratyusha and Rakshana, Pavitra",5.0,Telangana 500081,7 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",karlapudi bhargavi,Gowri madam was so helpful at my all scanning in explaining baby positions and movements. She was very friendly in person and very good doctor. Satisfied with Rainbow scannings.Thank you for all the staff.,5.0,Telangana 500081,5 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",ADITYA NALLAN CHAKRAVARTHI VENKATA,"Consulted Dr Varalakshmi for normal delivery. As promised, we had a perfectly smooth normal delivery procedure. Entire system and admins are really well coordinated and efficient. Will suggest strongly for normal delivery.",5.0,Telangana 500081,10 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",sai saranya,Consulting with Dr. Lakshmi Devi Appasani for my 2nd pregnancy. Her way of treating made me feel happy and fearless . Whenever I consult her I feel like I'm talking to my family member not with doctor .. Thank you Rainbow hospitals for the best treatment and best staff,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",TTWSYF Believe,"Had both my children here, my preemie was so well taken care of by the NICU staff in 2019 and in 2023 they did it again helped me birth my son at the age of 40! Dr. Lakshmi Kiran was very thorough and in-depth with the investigations and guided me throughout. Dr. Laxmi Veda Prakash who cared for both my children from birth to discharge and visits post discharge are the most comforting and supportive. Forever thankful for the strong backing.",4.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Rabisankar Sahoo,Dr.Meera Iyer is very friendly and care taking doctor. I recommend others also to her. I feel safe in all situations. Rainbow also have good staff . personally thanks to all receptionist. Lipika Parveen and Varsha.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Prasanna Ramalakshmi,Dr David Suvarna Raju Parimi is great. He has spent decent time with my twin boys to understand the health condition and provided very clear information. We are really pleased,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",jagadish,"Very professional approach and  methodical.Dr Varalakshmi explained all the treatment methods  and was very supportive throughout.a big thanks to Varalakshmi madam and Dr.Radhika. Here staff Mohana, Latha, Sumana nursing staff sarmistha and shabnam are very helpful. Thank you.",5.0,Telangana 500081,9 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Himanshu Dixit,"Our experience with Rainbow hospital has been really good. The reception staff, Doctor's assistant and other support staff are extremely professional. We started our consultation with Dr. Preethi Reddy and Dr. Jyotsna and both the Doctors have been very helpful and professional. They do not rush the patients and carefully listen to patient's point of view which shows the great working culture and patient centricity. Keep up the good work!",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Korla Rajesh,Dr. Jyotsna has lot patience while listening our issues and always prescribing as less medicines as possible. My wife felt very comfortable to speak and express the problems.  Our first baby also we consulted to the same doctor and we are very happy for that. Thank you doctor.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Trust is Everything,"worst experience with hospital management,   they claim themselves to be covid free but trust me worst staff, the service people are not wearing proper mask and gloves. I went for radiology, unfortunately they don't have digital scan.i asked for softcopy of scan they  sent me copy of xerox ..what a worst exp. I lost 3500 for their poor services. they are not even taking responsibility to arrange me a proper softcopy.Highly commercial, even for small problem they will write admit.If parents are sensitive or emotional minded ...gone...they will just galp your money for no treatment",1.0,Telangana 500081,5 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",anusha appasani,"I am happy to deliver my child in Rainbow,I Didn't feel like hospital as it is so comfortable and the Doctors are friendly,Dr.Lakshmi Devi has treated me well and guided me post surgery too.Here Op staffs are also very friendly and cooperative.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Sruthi Balachandran,I visited Rainbow Kondapur for my first pregnancy and was consulting Dr. Radhika Yadati madam. She is very warm and caring. She has the positive energy to keep you strong and confident all the time. I am really happy to have chosen Radhika mam and Rainbow kondapur and would recommend the same for everyone.Only downside is the long waiting time ( which is a common problem across any hospital ),5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Konda Satish,Best hospitality must come every one. Dr Akhila took care of my wife's problem very well and we are satisfied with the service of Rainbow so far. The staffs are also well coordinated.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Krishna Mudunuri,"For my wife's second delivery, we came to Rainbow. From the first onwards our doctor, Varalakshmi N, till the baby's delivery, the entire experience was good. Fantastic service and wonderful support was provided in the labor ward.",4.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Ganesh Kumar,"Based on our friends reference, we came to Birthright for my wife's second delivery.  The whole experience is really good  from the day we started visiting our doctor Varalakshmi Nandhyala and until the baby delivery. She is really balanced and even in the labour ward, we have fantastic staff. All the rooms are maintained clean and we will recommend any of our relatives and friends if they are planning for delivery.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",ramu p,Dr Akhila Gogineni is a good gynic doctor.  Had a good experience.,5.0,Telangana 500081,5 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Anjali Jayaram,Very happy with the doctor and hospital. The consultations and procedures are very smooth and patients friendlyDoctor ConsultedDr.Preethi ReddyReceptionist Pallavi helped us with all d required information and support as in needed,5.0,Telangana 500081,10 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",chetan rajiv,Fortunately we have consulted well experienced Dr.Radhika Y for my wife's pregnancy. She made us comfortable by answering all the queries and guiding us till baby delivery. It's a joyous ride with a well equipped hospital and such well experienced doctors.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",jagadish babu,Excellent treatment and caring towards patients. Dr vara Lakshmi mam given a nice treatment and helps us to handle in situations in cool manner. I suggest Dr Vara Lakshmi for all pregnant ladies and you will get a quality treatment.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Vidyasagar Veerla,"Dr.Radhika is surely an asset for the rainbow. As a patient and their family members we will be more worried and concerned. The moment we go inside her cabin we forget all the worries, it just reduces by her smiles and talks. I believe that's the first thing a patient requires. Thank you Dr.Radhika garu. My special appreciation to the staff who is handling the departments namely Tony,latha and shravani they make our hospitals visits more comfortable and hassle-free.",5.0,Telangana 500081,10 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Cheela,If we call 30 times to the fertility reception on walkin number they answer only once.,1.0,Telangana 500081,2 weeks ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Praveen Joginipally,"We consulted with Dr. Preeti Sharma. She is the sweetest pediatrician you could get for your child. She listened to our concerns patiently, diagnosed the problem and administered the medications. She is very amicable with children. In addition, Dr. Sharma is also judicious with her prescriptions. She will only administer what is necessary to cure your child. I was very satisfied taking both my children to consult with her and I highly recommend her.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Ashwini BK,Doctor- Akhila Goginenisister- jyothishree and PrathibhaReceptionist- SharvaniDid not get the proper post delivery details and baby care or regarding lactation.,3.0,Telangana 500081,4 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Sreekar Reddy,Dr. Lakshmi Veda Garu is an excellent at her work. She is best for your children. The way she understands and listens to parents by giving time and patience is commendable.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",arikela bala bayapu reddy,We highly recommend Dr.Lakshmi Kiran. We felt very comfortable with her explanation and treatment. Her detailing on every visit about the situation is very good and we are very much satisfied with her ability to deal with any problems.front office jyothi helped nicely Supporting staff Sis. K Swaroopa and others are very supportive and cooperative.,5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",varsha panduri,Dr. Akhila gogineni and her team which includes sister Jyothi kiran and receptionist sravani are very helpful and professional. They answer all my questions patiently. I am currently entering my 8th month and satisfied with their services till now. You can opt for Dr. Akhila during your pregnancy.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Akhil Sai V,"We were consulting for our kids from past 5 years and Dr. Kiranmayi is an excellent doctor, she spent potential time and gave the correct medication. I referred to my friends and they also have the good feedback on her treatment",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",arunasree kupile,Staff is very polite and Dr. Varalakshmi ma'am is one of the best Doctor in Hyderabad that we found.. Her expertise and patience level is too good.. We are delightfull for having our pregnancy consultation here..Thank you Rainbow,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Soumyajit Dash,Awesome hospital. Very well behaved staff. Dr. Laxmidevi Appasani mam is very good. My wife delivered both of my kids on supervision of Dr Laxmidevi. Thank you Mam and thank you Rainbow.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Vijay Nalari,"Doctor Lakshmi Kiran is the best doctor. I'm blessed with a baby boy. I'm very happy with all the services provided. During my pregnancy journey the staffs Neha, harika, latha ,sister shabnam and swaroopa cooperated with us very well. Thank you Rainbow hospital.",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",srinivasa rao Munnangi,I had shown my son to Dr Sirisha. Very pleasant environment of rainbow hospital coupled with expertise and friendly counselling of Dr Sirisha made my son so happy and I am a relieved father. Thanks a lot to Madam..🪷,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Adhiraj Datta,Today visited Dr Lakshmi Kiran and Dr Akhila for scan and check up. All services were really good and hassel free. My wife was taken care well during scan. Thank you.,5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",anuja singh,"I came to visit Akhila ma'am in 3rd month of the pregnancy and throughout  she has been the best doctor  to visit. Helped me out with smoother  cycles.  I thank Rainbow  hospital  for such great staff and assistance. Keep up the great work!!!This is my second  review after delivery, I am happy to share that I was able to deliver with completely  natural process. Entire Rainbow staff was very helpful in this journey. Cashless payment was hassle-free as well.Thanks to Rainbow",5.0,Telangana 500081,a year ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",arshiya banu,"Amazing experience with  Rainbow hospital kondapur. Dr Lakshmi devi appasani madam is just awesome with her experience  she is very responsible and listen to your problems very carefully the reception, staff doctor assistant and other support staff are extremely professional.. Thank you sooooo much",5.0,Telangana 500081,11 months ago
"Rainbow Children’s Clinic, Birthright Women’s Clinic & Fertility Centre (Op Block)",Kishore Kumar,"Dr. Lakshmi Devi madam treatment is very good. The way she responding and addressing our issues during pregnancy period was great. I must suggest her to all pregnant women. She is the best. Personally we didn't have hopes on normal delivery due to mothers health problem, but mam did normal delivery. We are very happy. Coming to facilities in Rainbow it was honestly excellent outpatient department staffs are very promt and kindful in nature. I have never seen such a good and friendly hospital.",5.0,Telangana 500081,a year ago
